Ticker,Company,Industry,Institutional Ownership,Market Cap ($M),PB Ratio,PS Ratio,Operating Margin %,Net Margin %,Price,Avg Daily TradeVolume
BCC,Boise Cascade Co,Forest Products,92.69,"1,454.57",2,0.32,1.43,-0.13,$37.32 ,"339,806"
BCE,BCE Inc,Telecommunication Services,65.95,"41,688.80",3.24,2.28,23.43,13.09,$46.11 ,"866,976"
BCEI,Bonanza Creek Energy Inc,Oil & Gas,1.49,492.13,0.52,1.64,39.84,58.72,$23.85 ,"228,751"
BCOR,Blucora Inc,Asset Management,98.43,"1,273.02",1.98,1.92,11.85,2.74,$26.01 ,"343,262"
BCOV,Brightcove Inc,Software,90.27,330.22,4.38,1.77,-4.45,-10.02,$8.51 ,"158,474"
BCPC,Balchem Corp,Chemicals,98.98,"3,283.79",4.49,5.19,16.67,12.43,$102.08 ,"120,143"
BDC,Belden Inc,Industrial Products,21.63,"2,524.71",2.23,0.91,9.62,-7.44,$55.54 ,"264,140"
BDN,Brandywine Realty Trust,REITs,58.89,"2,768.02",1.64,4.86,19.76,24.39,$15.71 ,"1,392,229"
BDSI,BioDelivery Sciences International Inc,Biotechnology,84.16,695.96,9.35,6.02,-1.36,-22.11,$7.06 ,"1,394,653"
BDX,"Becton, Dickinson and Co",Medical Devices & Instruments,29.04,"73,460.45",3.48,4.31,12.94,7.13,$271.06 ,"1,170,990"
BEAT,BioTelemetry Inc,Medical Diagnostics & Research,99.92,"1,589.09",4.41,3.95,21.57,8.98,$46.75 ,"242,683"
BECN,Beacon Roofing Supply Inc,Construction,96.08,"2,159.76",1.15,0.3,2.08,-0.15,$31.49 ,"577,424"
BEDU,Bright Scholar Education Holdings Ltd,Education,11.59,"1,098.21",2.87,3,11.78,9.47,$9.11 ,"28,826"
BELFB,Bel Fuse Inc,Hardware,92.1,243.7,1.49,0.5,3.38,0.31,$20.51 ,"62,987"
BEN,Franklin Resources Inc,Asset Management,67.73,"13,109.22",1.34,2.3,26.97,20.71,$26.32 ,"3,160,179"
BEP,Brookfield Renewable Partners LP,Utilities - Independent Power Producers,68.29,"8,310.94",1.04,4.71,36.8,4.65,$46.41 ,"205,700"
BERY,Berry Global Group Inc,Packaging & Containers,97.57,"6,265.73",3.86,0.72,9.48,4.55,$47.36 ,"1,209,720"
BEST,BEST Inc,Transportation,21.98,"2,125.03",3.9,0.49,-1.18,-0.85,$5.46 ,"2,149,196"
BFAM,Bright Horizons Family Solutions Inc,Personal Services,16.48,"8,846.56",9.85,4.42,13.08,8.88,$152.05 ,"296,676"
BFS,Saul Centers Inc,REITs,27.66,"1,181.59",6.36,5.01,46.34,21.89,$51.15 ,"46,145"
BG,Bunge Ltd,Consumer Packaged Goods,97.76,"8,128.60",2.15,0.2,-2.26,-3.09,$57.38 ,"879,738"
BGG,Briggs & Stratton Corp,Industrial Products,16.87,248.1,0.62,0.12,-1.42,-2.5,$5.84 ,"828,385"
BGS,B&G Foods Inc,Consumer Packaged Goods,98.58,"1,140.64",1.36,0.71,9.5,10.8,$17.81 ,"1,269,878"
BGSF,BG Staffing Inc,Business Services,63.99,221.73,3.27,0.76,8.23,5.22,$21.55 ,"51,394"
BH,Biglari Holdings Inc,Restaurants,85.81,364.15,0.43,0.3,-2.55,10.52,$116.91 ,"15,708"
BHC,Bausch Health Companies Inc,Drug Manufacturers,77.26,"10,464.38",4.19,1.21,14.49,-7.27,$29.69 ,"4,157,921"
BHE,Benchmark Electronics Inc,Hardware,100,"1,293.58",1.27,0.59,2.79,2.4,$35.04 ,"274,475"
BHP,BHP Group Ltd,Metals & Mining,2.86,"138,612.30",2.94,3.21,37.87,18.76,$54.81 ,"1,489,978"
BHR,Braemar Hotels & Resorts Inc,REITs,57.16,309.8,0.84,0.65,8.42,-5.86,$9.42 ,"144,583"
BIDU,Baidu Inc,Interactive Media,71.24,"44,570.07",1.99,2.91,2.53,-1.91,$127.58 ,"3,914,726"
BIG,Big Lots Inc,Retail - Defensive,18.63,"1,101.80",1.46,0.22,3.37,4.83,$28.22 ,"1,978,035"
BIIB,Biogen Inc,Drug Manufacturers,15.85,"54,455.56",3.93,4.09,47.92,37.91,$301.79 ,"1,881,288"
BILI,Bilibili Inc,Interactive Media,28.46,"5,981.04",5.64,6.81,-23.02,-18.26,$18.34 ,"2,648,180"
BIO,Bio-Rad Laboratories Inc,Medical Devices & Instruments,83.37,"11,000.56",2.15,4.79,10.24,16.35,$367.55 ,"239,309"
BIOS,Option Care Health Inc,Healthcare Providers & Services,8.63,"2,569.28",2.79,0.69,0.38,-7.19,$3.64 ,"1,093,072"
BIP,Brookfield Infrastructure Partners LP,Utilities - Regulated,74.43,"14,653.69",2.54,2.19,27.24,3.81,$49.89 ,"261,701"
BITA,Bitauto Holdings Ltd,Media - Diversified,34.65,"1,038.52",0.37,0.65,-4.31,-6.16,$14.80 ,"376,849"
BJRI,BJ's Restaurants Inc,Restaurants,99.09,718.42,2.68,0.68,4.48,3.6,$37.49 ,"322,901"
BKD,Brookdale Senior Living Inc,Healthcare Providers & Services,90.03,"1,302.89",1.66,0.32,0.5,-1.09,$7.02 ,"1,242,998"
BKE,Buckle Inc,Retail - Cyclical,99.44,"1,305.93",3.11,1.43,13.75,11.03,$26.53 ,"517,734"
BKH,Black Hills Corp,Utilities - Regulated,98.83,"4,776.22",2.05,2.66,22.68,12.32,$77.72 ,"304,912"
BKI,Black Knight Inc,Software,42.92,"9,615.30",5.15,8.19,24.16,13.02,$64.29 ,"1,250,505"
BKR,Baker Hughes Co,Oil & Gas,91.71,"26,257.71",1.22,0.54,6.47,0.89,$25.56 ,"4,756,829"
BLD,TopBuild Corp,Construction,26.88,"3,432.63",2.99,1.35,10.7,7.06,$102.29 ,"319,590"
BLDR,Builders FirstSource Inc,Construction,99.87,"2,939.83",3.77,0.4,5.56,3.17,$25.39 ,"1,230,197"
BLK,BlackRock Inc,Asset Management,81.49,"78,171.98",2.4,5.69,38.51,29.31,$503.24 ,"461,604"
BLL,Ball Corp,Packaging & Containers,65.63,"21,233.99",6.31,1.91,9.79,4.82,$64.91 ,"2,220,566"
BMCH,BMC Stock Holdings Inc,Construction,95.44,"1,925.74",1.99,0.55,4.83,3.28,$28.85 ,"359,802"
BMI,Badger Meter Inc,Industrial Products,66.49,"1,921.93",5.95,4.59,14.38,10.95,$66.02 ,"198,628"
BMRN,Biomarin Pharmaceutical Inc,Biotechnology,95.85,"15,505.25",5.06,9.74,-10.88,-2.65,$86.32 ,"1,492,248"
BMY,Bristol-Myers Squibb Company,Drug Manufacturers,99.2,"149,934.69",5.9,4.35,28.64,23.39,$63.96 ,"17,697,111"
BNED,Barnes & Noble Education Inc,Retail - Cyclical,96.89,202.36,0.44,0.1,1.25,-2.11,$4.19 ,"435,221"
BOOM,DMC Global Inc,Oil & Gas,99.65,661.26,3.97,1.67,19.39,13.6,$45.15 ,"273,146"
BOOT,Boot Barn Holdings Inc,Retail - Cyclical,97.8,"1,268.25",4.46,1.57,9.12,5.51,$44.40 ,"711,687"
BP,BP PLC,Oil & Gas,13.33,"128,425.95",1.26,0.44,4.93,1.65,$37.98 ,"7,661,724"
BPL,Buckeye Partners LP,Oil & Gas,90.98,"6,381.58",1.56,1.73,15.68,20.65,$41.46 ,"1,990,952"
BPR,Brookfield Property REIT Inc,REITs,68.21,"1,191.98",0.61,1.02,27.49,1.35,$18.21 ,"850,700"
BPY,Brookfield Property Partners LP,Real Estate,52.14,"17,072.44",0.61,2.33,41.41,18.42,$18.01 ,"1,000,145"
BRC,Brady Corp,Business Services,97.76,"3,058.65",3.48,2.64,14.09,11.96,$57.38 ,"236,662"
BREW,Craft Brew Alliance Inc,Beverages - Alcoholic,58.61,322.94,2.44,1.62,-4.76,-3.28,$16.59 ,"354,952"
BRFS,BRF SA,Consumer Packaged Goods,13.2,"7,019.74",3.96,0.86,7.61,-7.65,$8.64 ,"2,774,715"
BRG,Bluerock Residential Growth REIT Inc,REITs,54.24,264.61,4.11,1.3,18.19,15.89,$11.77 ,"133,636"
BRKR,Bruker Corp,Medical Devices & Instruments,92.15,"7,887.45",9.32,3.98,14.27,10.2,$51.22 ,"527,454"
BRKS,Brooks Automation Inc,Semiconductors,78.89,"3,111.08",2.69,3.9,6.14,56.02,$42.26 ,"567,041"
BRO,Brown & Brown Inc,Insurance,98.72,"11,092.35",3.35,4.67,24.59,17.08,$39.37 ,"2,088,078"
BRT,BRT Apartments Corp,REITs,25.77,276.53,1.42,2.11,14.81,2.15,$17.07 ,"34,403"
BRX,Brixmor Property Group Inc,REITs,71.35,"6,353.05",2.32,5.42,36.91,24.75,$21.33 ,"2,690,802"
BRY,Berry Petroleum Corp,Oil & Gas,26.89,775.15,0.78,1.32,24.72,31.06,$9.57 ,"892,395"
BSET,Bassett Furniture Industries Inc,"Furnishings, Fixtures & Appliances",97.53,170.85,0.93,0.39,1.73,1.12,$16.90 ,"38,753"
BSM,Black Stone Minerals LP,Oil & Gas,30.08,"3,978.13",2.37,6.07,45.46,68.47,$13.16 ,"439,186"
BSX,Boston Scientific Corp,Medical Devices & Instruments,99.75,"63,084.45",6.52,6.14,16.5,10.49,$45.26 ,"7,278,622"
BTE,Baytex Energy Corp,Oil & Gas,33.78,820.1,0.35,0.61,2.04,-7.33,$1.47 ,"1,778,027"
BTG,B2Gold Corp,Metals & Mining,79.66,"4,143.14",2.29,3.13,21.77,4.37,$4.04 ,"5,632,174"
BTI,British American Tobacco PLC,Tobacco Products,7.18,"96,915.59",1.13,3.03,36.99,24.6,$42.25 ,"1,569,906"
BUD,Anheuser-Busch InBev SA/NV,Beverages - Alcoholic,4.6,"161,156.91",2.3,2.95,32.24,17.27,$82.37 ,"1,171,235"
BV,BrightView Holdings Inc,Business Services,99.92,"1,761.04",1.36,0.72,5.39,1.85,$16.82 ,"201,809"
BVN,Buenaventura Mining Co Inc,Metals & Mining,85.9,"3,875.89",1.33,4.17,-4.47,-3.48,$15.26 ,"1,079,041"
BWA,BorgWarner Inc,Vehicles & Parts,78.63,"9,046.45",2.04,0.88,11.73,7.42,$43.81 ,"1,433,650"
BXG,Bluegreen Vacations Corp,Travel & Leisure,11.67,792.84,1.89,1.23,2.4,6.76,$10.65 ,"43,017"
BXP,Boston Properties Inc,REITs,70.12,"21,204.82",3.84,7.32,35.1,18.2,$137.14 ,"589,072"
BYD,Boyd Gaming Corp,Travel & Leisure,99.54,"3,404.99",2.75,1.06,13.77,4.76,$30.63 ,"907,141"
BZH,Beazer Homes USA Inc,Homebuilding & Construction,98.55,450.02,0.83,0.21,-4.31,-3.81,$14.34 ,"379,197"
BZUN,Baozun Inc,Retail - Cyclical,95.79,"2,107.92",6.24,2.08,6.24,4.91,$33.77 ,"1,370,663"
CAAP,Corporacion America Airports SA,Transportation,13.24,961.73,1.26,0.59,19.88,5.32,$6.01 ,"323,890"
CAAS,China Automotive Systems Inc,Vehicles & Parts,2.83,105.2,0.38,0.25,-0.41,1.15,$3.35 ,"155,975"
CACC,Credit Acceptance Corp,Credit Services,72.88,"8,208.18",3.45,5.78,78.27,44.68,$436.68 ,"115,786"
CACI,CACI International Inc,Software,19.7,"6,301.33",2.58,1.24,7.3,4.91,$251.63 ,"140,957"
CAE,CAE Inc,Aerospace & Defense,79.04,"7,171.86",4.14,2.66,12.98,9.41,$26.95 ,"286,189"
CAG,Conagra Brands Inc,Consumer Packaged Goods,97.57,"16,395.37",2.12,1.56,13.51,7.62,$33.69 ,"4,500,707"
CAI,CAI International Inc,Business Services,95.32,509.54,0.87,1.15,32.6,9.12,$29.24 ,"132,191"
CAJ,Canon Inc,Hardware,1.32,"29,904.54",1.25,0.89,5.99,4.44,$28.11 ,"233,981"
CAKE,Cheesecake Factory Inc,Restaurants,24.34,"1,746.53",3.27,0.74,5.54,3.99,$39.13 ,"806,115"
CAL,Caleres Inc,Manufacturing - Apparel & Accessories,99.01,957.02,1.48,0.32,3.77,-0.44,$23.61 ,"415,150"
CALM,Cal-Maine Foods Inc,Consumer Packaged Goods,98.93,"2,096.74",2.22,1.64,-2.23,-0.31,$43.06 ,"262,535"
CALX,Calix Inc,Hardware,84.21,441.13,3.02,1.05,-4.73,-5.66,$7.95 ,"214,936"
CAMP,CalAmp Corp,Hardware,97.84,320.4,1.66,0.87,1.68,-3.36,$9.38 ,"355,394"
CAMT,Camtek Ltd,Semiconductors,40.48,422.65,3.24,3.1,17.6,17.28,$10.95 ,"96,645"
CANG,Cango Inc,Interactive Media,21.81,"1,286.90",1.69,6.85,16.83,26.09,$8.50 ,"12,041"
CAPL,CrossAmerica Partners LP,Oil & Gas,38.98,629.13,6.84,0.29,1.66,0.98,$18.26 ,"65,813"
CAR,Avis Budget Group Inc,Business Services,95.05,"2,411.87",4.9,0.28,9.12,1.91,$32.67 ,"1,104,654"
CARB,Carbonite Inc,Software,97.19,803.04,3.24,1.99,-2.68,-5.55,$22.98 ,"1,551,762"
CASA,Casa Systems Inc,Hardware,77.9,333.45,5.29,1.43,-0.97,-3.22,$3.96 ,"778,630"
CASY,Casey's General Stores Inc,Retail - Defensive,97.82,"5,831.85",3.77,0.63,3.83,2.51,$158.51 ,"320,826"
CAT,Caterpillar Inc,Farm & Heavy Construction Machinery,88.18,"81,915.02",5.48,1.56,15.13,10.99,$148.22 ,"3,187,859"
CATM,Cardtronics PLC,Industrial Products,90.21,"1,944.29",5.59,1.51,7.13,2.21,$43.59 ,"541,498"
CATO,The Cato Corp,Retail - Cyclical,96.42,429.64,1.31,0.51,4.38,4.34,$17.44 ,"161,198"
CBD,Companhia Brasileira De Distribuicao,Retail - Cyclical,17.92,"5,952.31",2.22,0.45,3.37,2.28,$22.23 ,"333,766"
CBL,CBL & Associates Properties Inc,REITs,57.63,189.12,0.26,0.25,28.81,-24.68,$1.09 ,"2,712,413"
CBM,Cambrex Corp,Biotechnology,10.38,"2,023.13",2.99,3.27,16.95,5.94,$59.99 ,"294,958"
CBOE,Cboe Global Markets Inc,Capital Markets,83.74,"13,198.03",4.04,5,24.26,16.19,$119.05 ,"660,653"
CBPO,China Biologic Products Holdings Inc,Biotechnology,53.14,"4,490.60",2.71,8.8,36.34,31.22,$116.80 ,"72,799"
CBPX,Continental Building Products Inc,Construction,3.44,"1,266.47",3.62,2.5,17.11,12.12,$36.51 ,"907,362"
CBRE,CBRE Group Inc,Real Estate,44.56,"20,513.62",3.73,0.9,5.52,4.5,$61.28 ,"1,497,443"
CBRL,Cracker Barrel Old Country Store Inc,Restaurants,99.74,"3,718.22",6.15,1.23,9.22,7.11,$155.05 ,"394,954"
CBT,Cabot Corp,Chemicals,99.04,"2,698.47",2.71,0.84,10.04,4.7,$47.36 ,"311,872"
CBZ,CBIZ Inc,Business Services,98.58,"1,493.53",2.26,1.62,10.26,7.51,$27.20 ,"229,390"
CC,The Chemours Co,Chemicals,98.53,"3,010.07",3.6,0.56,10.96,7.24,$18.41 ,"2,533,903"
CCC,Clarivate Analytics PLC,Software,48.23,"5,239.79",3.87,0,-2.36,-24.39,$17.10 ,"1,480,557"
CCEP,Coca-Cola European Partners PLC,Beverages - Non-Alcoholic,47.58,"23,368.56",3.41,2.46,13.54,9.54,$50.63 ,"1,019,023"
CCF,Chase Corp,Chemicals,97.55,"1,141.35",4.2,4.04,16.87,11.63,$121.11 ,"14,646"
CCJ,Cameco Corp,Other Energy Sources,72.1,"3,530.41",0.95,2.56,4.27,5.8,$8.92 ,"1,988,445"
CCK,Crown Holdings Inc,Packaging & Containers,93.27,"9,908.42",6.14,0.84,10.25,4.1,$73.11 ,"1,234,938"
CCL,Carnival Corp,Travel & Leisure,81.98,"35,112.54",1.39,1.69,15.73,14.36,$51.33 ,"4,318,425"
CCLP,CSI Compressco LP,Oil & Gas,28.86,123.82,2.43,0.26,7.43,-4.63,$2.63 ,"107,251"
CCMP,Cabot Microelectronics Corp,Semiconductors,14.34,"4,201.20",4.25,4.03,17.14,3.78,$144.35 ,"471,763"
CCR,CONSOL Coal Resources LP,Other Energy Sources,22.3,398.32,1.29,0.8,17.59,15.73,$10.15 ,"54,623"
CCRN,Cross Country Healthcare Inc,Business Services,99.53,430,2.57,0.51,0.91,-9.44,$11.66 ,"225,059"
CCS,Century Communities Inc,Homebuilding & Construction,87.72,855.15,0.9,0.36,5.28,3.58,$27.28 ,"409,096"
CCU,United Breweries Co Inc,Beverages - Alcoholic,24.96,"3,595.24",2.14,1.51,11.5,16.35,$19.46 ,"424,572"
CDE,Coeur Mining Inc,Metals & Mining,99.2,"1,950.65",2.07,2.57,-15.1,-10.57,$8.11 ,"5,431,102"
CDEV,Centennial Resource Development Inc,Oil & Gas,14.92,"1,242.58",0.38,1.32,15.99,4.08,$4.49 ,"5,911,628"
CDMO,Avid Bioservices Inc,Biotechnology,56.18,459.69,9.34,7.09,-7.24,-6.83,$8.16 ,"388,068"
CDNA,CareDx Inc,Medical Diagnostics & Research,93.8,949.72,9.74,8.12,-18.65,-18.25,$22.38 ,"821,136"
CDOR,Condor Hospitality Trust Inc,REITs,13.02,133.39,1.5,2.15,12.57,-6.78,$11.19 ,"37,950"
CDR,Cedar Realty Trust Inc,REITs,52.71,246.58,0.65,1.67,25.33,10.77,$2.77 ,"292,072"
CE,Celanese Corp,Chemicals,93.35,"14,880.82",5.43,2.4,17.18,13.85,$123.11 ,"761,513"
CECE,CECO Environmental Corp,Industrial Products,93.71,271.38,1.48,0.78,5.25,2.96,$7.70 ,"65,563"
CECO,Career Education Corp,Education,90.74,"1,325.18",3.29,2.21,19.04,9.2,$18.83 ,"639,863"
CEIX,CONSOL Energy Inc,Other Energy Sources,29.44,385.15,0.86,0.29,12.79,7.16,$14.87 ,"421,704"
CEL,Cellcom Israel Ltd,Telecommunication Services,11.4,438.31,0.75,0.33,1.65,-2.32,$2.99 ,"31,653"
CELH,Celsius Holdings Inc,Beverages - Non-Alcoholic,56.16,319.58,5.04,4.1,-0.81,15.67,$4.64 ,"333,272"
CELP,Cypress Energy Partners LP,Oil & Gas,2.13,113.67,2.18,0.38,5.66,3.61,$9.42 ,"21,341"
CENT,Central Garden & Pet Co,Consumer Packaged Goods,31.48,"1,675.45",1.77,0.77,6.38,3.89,$31.58 ,"94,773"
CENTA,Central Garden & Pet Co,Consumer Packaged Goods,99.5,"1,685.31",1.79,0.78,6.38,3.89,$29.97 ,"310,580"
CENX,Century Aluminum Co,Metals & Mining,79.68,664.93,0.98,0.36,-7.53,-7.47,$7.48 ,"1,417,518"
CEO,CNOOC Ltd,Oil & Gas,2.53,"73,292.52",1.17,2.16,35.03,24.39,$164.16 ,"74,564"
CEPU,Central Puerto SA,Utilities - Regulated,10.07,826.36,1.09,2.67,70.71,-4.72,$5.49 ,"304,903"
CEQP,Crestwood Equity Partners LP,Oil & Gas,86.43,"2,309.95",0.96,0.77,6.44,9.76,$32.15 ,"446,531"
CERN,Cerner Corp,Healthcare Providers & Services,79.59,"22,935.39",5.2,4.23,10.36,9.02,$73.02 ,"1,954,374"
CETV,Central European Media Enterprises Ltd,Media - Diversified,18.87,"1,151.38",4.35,1.73,28.64,17.97,$4.54 ,"1,123,831"
CEVA,CEVA Inc,Semiconductors,94.66,603.93,2.41,7.72,-4,-0.91,$27.46 ,"126,549"
CF,CF Industries Holdings Inc,Agriculture,52.21,"10,536.76",3.53,2.31,21.93,10.42,$48.46 ,"2,090,026"
CFX,Colfax Corp,Industrial Products,98.84,"4,293.41",1.45,0.97,7.4,-9.66,$36.46 ,"1,597,719"
CHA,China Telecom Corp Ltd,Telecommunication Services,1.78,"33,085",0.66,0.6,8.03,5.49,$40.88 ,"72,509"
CHD,Church & Dwight Co Inc,Consumer Packaged Goods,53.83,"17,268.96",6.74,4.13,19.55,14.33,$70.37 ,"1,711,683"
CHDN,Churchill Downs Inc,Travel & Leisure,98.61,"5,386.84",9.79,4.37,18.18,11.43,$135.24 ,"264,085"
CHEF,The Chefs' Warehouse Inc,Retail - Defensive,99.19,"1,151.16",3.57,0.73,3.22,1.42,$37.95 ,"279,148"
CHKP,Check Point Software Technologies Ltd,Software,97.46,"17,413.50",4.72,8.76,44.66,40.05,$112.07 ,"846,919"
CHL,China Mobile Ltd,Telecommunication Services,2.34,"170,888.52",1.08,1.58,16.14,14.73,$41.73 ,"1,156,247"
CHRW,C.H. Robinson Worldwide Inc,Transportation,99.24,"10,537.36",6.3,0.69,5.8,4.25,$77.91 ,"1,607,842"
CHS,Chico's FAS Inc,Retail - Cyclical,97.95,472.12,0.87,0.23,-1.41,-1.23,$3.98 ,"2,478,859"
CHT,Chunghwa Telecom Co Ltd,Telecommunication Services,3.08,"28,795.47",2.35,4.13,19.62,16.91,$37.12 ,"51,234"
CHTR,Charter Communications Inc,Media - Diversified,99.15,"104,325.16",3.16,2.44,13.66,2.76,$485.73 ,"1,065,518"
CHU,China Unicom (Hong Kong) Ltd,Telecommunication Services,1.42,"28,303.15",0.63,0.67,5.25,3.9,$9.25 ,"364,283"
CHUY,Chuy's Holdings Inc,Restaurants,98.89,440.11,2.26,1.05,3.95,2.62,$26.49 ,"125,201"
CIEN,Ciena Corp,Hardware,11.02,"6,581.19",3.07,1.88,10.49,7.09,$42.72 ,"3,423,423"
CIG,Energy Company of Minas Gerais,Utilities - Regulated,9.12,"4,930.58",1.28,0.96,10.84,18.09,$3.38 ,"3,469,147"
CIGI,Colliers International Group Inc,Real Estate,94.34,"3,108.34",6.78,1.04,8.1,3.58,$78.16 ,"63,332"
CINR,Ciner Resources LP,Chemicals,11.03,351.29,2.09,0.67,21.32,9.89,$17.78 ,"17,705"
CIO,City Office REIT Inc,REITs,40.29,721.1,1.78,3.53,16.68,-5.18,$13.22 ,"568,533"
CIR,Circor International Inc,Industrial Products,13.97,929.21,2.48,0.76,3.1,-12.97,$46.67 ,"115,283"
CISN,Cision Ltd,Software,78.54,"1,480.39",3.09,1.91,8.9,-0.66,$9.97 ,"2,022,390"
CKH,SEACOR Holdings Inc,Oil & Gas,90.73,884.05,1.08,1.04,7.26,2.92,$43.81 ,"115,369"
CLAR,Clarus Corp,Travel & Leisure,85.33,413.67,2.44,1.87,5.03,4.49,$13.90 ,"157,419"
CLDR,Cloudera Inc,Software,90.54,"3,437.21",2.34,4.19,-49.83,-49.22,$11.97 ,"4,875,743"
CLDT,Chatham Lodging Trust,REITs,75.9,861.07,1.11,2.61,18.6,6.31,$18.35 ,"210,520"
CLF,Cleveland-Cliffs Inc,Steel,99.66,"2,257.90",6.26,1.11,24.95,38.99,$8.36 ,"12,986,077"
CLFD,Clearfield Inc,Hardware,44.57,191.52,2.55,2.22,6.1,5.37,$14.04 ,"18,262"
CLGX,CoreLogic Inc,Software,92.56,"3,444.73",3.69,2,10.7,1.83,$43.32 ,"620,271"
CLH,Clean Harbors Inc,Waste Management,67.81,"4,847.56",3.92,1.43,6.43,2.65,$86.86 ,"353,158"
CLI,Mack-Cali Realty Corp,REITs,73.24,"2,065.51",1.31,4.35,11.63,39.72,$22.81 ,"556,312"
CLMT,Calumet Specialty Products Partners LP,Oil & Gas,14.09,288.52,4.58,0.08,3.25,0.37,$3.72 ,"258,063"
CLNE,Clean Energy Fuels Corp,Oil & Gas,42.89,464.72,0.95,1.44,-5.94,-4.3,$2.27 ,"652,914"
CLPR,Clipper Realty Inc,REITs,57.2,185.1,3.09,1.64,30.05,-1.08,$10.39 ,"42,571"
CLR,Continental Resources Inc,Oil & Gas,24.84,"12,769.44",1.97,2.82,30.34,17,$34.38 ,"2,564,390"
CLS,Celestica Inc,Hardware,89.96,"1,044.48",0.75,0.18,1.88,2.26,$8.14 ,"475,142"
CLW,Clearwater Paper Corp,Forest Products,63.3,349.46,0.83,0.2,2.65,-11.13,$21.16 ,"151,592"
CMBM,Cambium Networks Corp,Hardware,20.75,198.92,4.94,0.63,0.84,-5.94,$7.76 ,"37,079"
CMC,Commercial Metals Co,Steel,96.24,"2,650.65",1.63,0.45,5.84,3.4,$22.34 ,"1,462,434"
CMCM,Cheetah Mobile Inc,Software,6.09,505.7,0.62,0.8,-5.47,28.16,$3.63 ,"343,782"
CMCO,Columbus McKinnon Corp,Farm & Heavy Construction Machinery,98.09,941.3,2.05,1.09,11.49,6.34,$39.76 ,"134,792"
CMCSA,Comcast Corp,Media - Diversified,65.65,"204,579.80",2.64,1.9,18.81,11.45,$44.97 ,"19,949,999"
CMCT,CIM Commercial Trust Corp,REITs,1.7,211.5,3.04,1.31,18.52,211.64,$14.49 ,"63,576"
CMD,Cantel Medical Corp,Medical Devices & Instruments,99.04,"3,043.38",4.11,3.15,7.4,4.38,$71.48 ,"284,339"
CMI,Cummins Inc,Industrial Products,87.96,"27,794.21",3.56,1.19,11.5,10.53,$181.42 ,"1,146,960"
CMLS,Cumulus Media Inc,Media - Diversified,96.19,314.27,0.7,0.44,11.83,7.2,$17.90 ,"130,209"
CMP,Compass Minerals International Inc,Metals & Mining,20.39,"2,050.01",4.46,1.38,9.19,3.89,$60.50 ,"245,111"
CMRE,Costamare Inc,Transportation,33.59,"1,143.07",0.83,2.43,39.44,18.02,$9.66 ,"758,232"
CMS,CMS Energy Corp,Utilities - Regulated,20.17,"17,677.72",3.57,2.58,17.12,9.03,$62.28 ,"1,799,248"
CMTL,Comtech Telecommunications Corp,Hardware,79.25,871.2,1.65,1.31,6.94,4.1,$35.72 ,"175,586"
CNC,Centene Corp,Healthcare Plans,80.86,"26,234.68",2.14,0.37,2.99,1.87,$63.40 ,"4,819,512"
CNDT,Conduent Inc,Software,20.97,"1,310.65",0.72,0.29,1.23,-32.11,$6.20 ,"1,467,727"
CNHI,CNH Industrial NV,Farm & Heavy Construction Machinery,56.63,"15,067.37",2.46,0.53,11.02,5.46,$11.15 ,"1,734,233"
CNI,Canadian National Railway Co,Transportation,74.84,"65,064.10",4.63,5.71,41.64,29.63,$90.80 ,"919,553"
CNK,Cinemark Holdings Inc,Media - Diversified,85.3,"3,980.72",2.66,1.21,13.35,5.6,$33.98 ,"1,379,866"
CNMD,Conmed Corp,Medical Devices & Instruments,10.17,"3,130.49",4.47,3.49,8.26,3.15,$110.31 ,"253,710"
CNNE,Cannae Holdings Inc,Restaurants,95.89,"2,974.79",2.23,2.36,-7.36,10.27,$37.68 ,"430,438"
CNP,CenterPoint Energy Inc,Utilities - Regulated,98.11,"13,515.32",2.03,1.11,9.01,6.23,$26.91 ,"5,569,474"
CNQ,Canadian Natural Resources Ltd,Oil & Gas,99.66,"38,081.66",1.45,2.3,20.58,18.47,$32.18 ,"2,540,686"
CNR,Cornerstone Building Brands Inc,Construction,54.66,"1,067.30",1.16,0.23,6,0.24,$8.50 ,"631,410"
CNSL,Consolidated Communications Holdings Inc,Telecommunication Services,84.37,282.53,0.8,0.2,4.45,-2.1,$3.92 ,"925,879"
CNTY,Century Casinos Inc,Travel & Leisure,99.5,234.89,1.31,1.22,5.85,0.76,$7.97 ,"96,214"
CNX,CNX Resources Corp,Oil & Gas,85.16,"1,632.62",0.37,1.02,27.21,17.17,$8.75 ,"3,746,073"
CNXM,CNX Midstream Partners LP,Oil & Gas,55.18,"1,058.67",2.85,3.58,68.84,57.05,$16.61 ,"442,281"
CNXN,PC Connection Inc,Hardware,59.76,"1,355.26",2.33,0.49,3.92,2.9,$51.50 ,"101,916"
CO,Global Cord Blood Corp,Medical Diagnostics & Research,16.3,576.16,1.13,3.63,40.03,34.86,$4.74 ,"64,926"
CODI,Compass Diversified Holdings,Conglomerates,43.29,"1,569.38",1.88,0.84,5.41,15.88,$26.20 ,"273,743"
COG,Cabot Oil & Gas Corp,Oil & Gas,80.95,"7,089.74",3.2,3.19,45.83,34.86,$17.38 ,"8,128,217"
COHR,Coherent Inc,Hardware,20.35,"4,039.40",3.12,2.83,5.81,3.76,$167.25 ,"257,153"
